"PLU","CATEGORY","COMMODITY","VARIETY","VARIETY-NEW","ADDITIONAL VARIETY INFO","VARIETY_INFO-NEW","SIZE","NA MEASUREMENTS","ROW MEASUREMENTS","RESTRICTIONS","NOTES","BOTANICAL NAME","BOTANICAL-OLD","AKA","REVISION DATE","DATE ADDED","GPC","IMAGE","IMAGE_SOURCE"
"3415","Vegetables","POTATO","Baking","Baking - Red and Red Eye varieties","Red and Red Eye varieties","","All Sizes","","","Restricted from ANY use in Canada or the U.S.","","Solanum tuberosum
","Solanum tuberosum","","2002-10-16 00:00:00","2002-10-16 00:00:00","10006104","",""
"3416","Vegetables","RHUBARB","Bunch","Bunch","","","All Sizes","","","Restricted from ANY use in Canada or the U.S.","","Rheem X hybridum
","Rheem X hybridum","","2004-11-01 00:00:00","2004-11-01 00:00:00","10006134","",""
"3417","Vegetables","SPINACH","New Zealand Spinach","New Zealand Spinach","","","All Sizes","","","Restricted from ANY use in Canada or the U.S.","","Tetragonia tetragonioides
","Tetragonia tetragonioides","","2002-10-16 00:00:00","2002-10-16 00:00:00","10006091","",""
"3418","Vegetables","SQUASH","Zucchini/Courgette","Zucchini/Courgette - Round","Round","","All Sizes","","","","","C.pepo
","C.pepo","","2004-11-01 00:00:00","2004-11-01 00:00:00","10006015","",""
"3419","Herbs","BORAGE","","","","","All Sizes","","","","","Borago officinalis
","Borago officinalis","","2004-11-01 00:00:00","2004-11-01 00:00:00","10006047","",""
"3420","Fruits","PEARS","Belle du Jumet","Belle du Jumet","","","All Sizes","","","","Approved by IFPS via electronic vote on 1/28/14","Pyrus spp.
","Pyrus spp.","Honey Belle","2016-04-11 19:32:31","2014-01-29 00:00:00"," ","http://check.ifpsglobal.com/file/view/3420-belle-du-jumet-pear_1460403141.JPG",""
"3421","Fruits","MELON","Watermelon","Watermelon - Mini Seedless","Mini Seedless","","3-7 LBS","","","","","Citrullus lanatus
","Citrullus lanatus","","2017-01-04 20:48:53","2003-08-05 00:00:00","10006037","",""
"3422","Fruits","APRICOTS","InterSpecific","InterSpecific","","","All Sizes","","","","A hybrid of apricot and plum varieties exhibiting more apricot-like characteristics.","Prunus armeniaca
","Prunus armeniaca","","2003-08-05 00:00:00","2003-08-05 00:00:00","10005905","",""
"3423","Vegetables","TOMATOES","Heirloom","Heirloom","","","All Sizes","","","","Varieties include but are not limited to: Amish Salad, Anna Russian, Aunt Ruby's Yellow Cherry, Big Italian Plum, Black Plum, Black Prince, Black Zebra, Brandywine, Dr. Caroline, Earl of Edgecomb, Eva Purple Ball, Flamme, Green Zebra, Hawaiian Pineapple","Lycopersicon esculenta
","Lycopersicon esculenta","","2015-10-13 18:44:32","2003-08-05 00:00:00","10006161","",""
"3424","Vegetables","CARROTS","Purple/Red","Purple/Red - Beta Sweet","Beta Sweet","","All Sizes","","","","","Daucus carota
","Daucus carota","","2002-10-16 00:00:00","2002-10-16 00:00:00","10006122","",""
"3425","Fruits","TANGERINES/MANDARINS","Ellendale","Ellendale","","","Small","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3426","Fruits","TANGERINES/MANDARINS","Ellendale","Ellendale","","","Medium","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3427","Fruits","TANGERINES/MANDARINS","Ellendale","Ellendale","","","Large","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3428","Fruits","TANGERINES/MANDARINS","Honey/Murcott","Honey/Murcott","","","Small","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3429","Fruits","TANGERINES/MANDARINS","Honey/Murcott","Honey/Murcott","","","Medium","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3430","Fruits","TANGERINES/MANDARINS","Honey/Murcott","Honey/Murcott","","","Large","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3431","Fruits","TANGERINES/MANDARINS","Imperial","Imperial","","","Small","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3432","Fruits","TANGERINES/MANDARINS","Imperial","Imperial","","","Medium","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3433","Fruits","TANGERINES/MANDARINS","Imperial","Imperial","","","Large","","","Restricted from ANY use in Canada or the U.S.","","Citrus spp.
","Citrus spp.","","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888","",""
"3434","Fruits","PEARS","Tosca","Tosca","","","All Sizes","","","","","Pyrus spp.
","Pyrus spp.","","2006-05-24 00:00:00","2006-05-24 00:00:00","10005903","",""
"3435","Fruits","APPLES","Pinova","Pinova","","","All Sizes","","","","","Malus pumila
","Malus pumila","","2006-05-24 00:00:00","2006-05-24 00:00:00","10005900","",""
"3436","Vegetables","CAULIFLOWER","Orange","Orange","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","2006-05-24 00:00:00","2006-05-24 00:00:00","10005987","",""
"3437","Fruits","NECTARINE","Flat Yellow","Flat Yellow","","","All Sizes","","","","","Prunus persica
","Prunus persica","","2006-05-24 00:00:00","2006-05-24 00:00:00","10005911","",""
"3438","Fruits","APPLES","Ambrosia","Ambrosia","","","All Sizes","","","","","Malus pumila
","Malus pumila","","2006-05-24 00:00:00","2006-05-24 00:00:00","10005900","",""
"3439","Fruits","NECTARINE","White Flesh Flat","White Flesh Flat","","","All Sizes","","","","","Prunus persica
","Prunus persica","","2007-10-23 00:00:00","2007-10-23 00:00:00","10005911","",""
"3440","Fruits","POMEGRANATE","","","","","Large","24 size and larger","Average Fruit Dimensions = 4.25 and larger","","","Punica granatum
","Punica granatum","","2016-06-20 19:09:33","2007-10-30 00:00:00","10005970","http://check.ifpsglobal.com/file/view/3440-large-pomegranate_1486484749.JPG",""
"3441","Vegetables","SQUASH","Butterkin","Butterkin","","","All Sizes","","","","Approved by IFPS","Cucurbita moshata
","Cucurbita moshata","","2016-06-20 18:56:50","2014-05-15 00:00:00"," ","http://check.ifpsglobal.com/file/view/3441-butterkin-squash_1460403302.jpg",""
"3442","Fruits","APPLES","New York 1","New York 1","","","All Sizes","","","","Approved by IFPS","Malus domestica
","Malus domestica","SnapDragon","2016-04-12 15:30:46","2014-09-05 00:00:00"," ","http://check.ifpsglobal.com/file/view/3442-new-york-1-apple_1460475041.JPG",""
"3443","Fruits","APPLES","New York 2","New York 2","","","All Sizes","","","","Approved by IFPS","Malus domestica
","Malus domestica","RubyFrost","2016-04-12 15:30:06","2014-09-05 00:00:00"," ","http://check.ifpsglobal.com/file/view/3443-new-york-2-apple_1460475001.jpg",""
"3444","Fruits","APPLES","Green Dragon","Green Dragon","","","All Sizes","","","","Approved by IFPS","Malus domestica
","Malus domestica","Chin Loung","2016-04-11 19:53:20","2014-09-05 00:00:00"," ","http://check.ifpsglobal.com/file/view/3444-green-dragon-apple_1460404396.jpg",""
"3445","Fruits","APPLES","DS 3","DS 3","","","All Sizes","","","","Approved by IFPS","Malus domestica
","Malus domestica","Pazazz","2016-04-12 14:39:13","2014-09-05 00:00:00"," ","http://check.ifpsglobal.com/file/view/3445-ds-3-apple_1460471946.jpg",""
"3446","Vegetables","KALE SPROUTS","","","","","All Sizes","","","","12/2/14 - Approved by IFPS","Brassica Oleracea
","Brassica Oleracea","","2016-04-11 19:56:59","2014-12-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/3446-kale-sprouts_1460404608.jpg",""
"3447","Fruits","APPLES","DS 22","DS 22","","","All Sizes","","","","12/02/14 - Approved by IFPS","Malus domestica
","Malus domestica","Riverbelle","2016-04-11 19:48:32","2014-12-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/3447-ds-22-apple-1_1460404106.jpg",""
"3448","Fruits","CHERRIES","Tip Top","Tip Top","","","All Sizes","","","","Approved by IFPS 01/29/15","Prunus avium
","Prunus avium","Skylar Rae","2016-04-12 15:48:02","2015-01-29 00:00:00"," ","http://check.ifpsglobal.com/file/view/3448-tip-top-cherry_1460476077.JPG",""
"3449","Fruits","GRAPES","Sugrathirteen","Sugrathirteen","","","All Sizes","","","","approved by IFPS 2/13/15","Vitis Vinifera I.
","Vitis Vinifera I.","Midnight Beauty","2016-04-12 15:43:51","2015-03-27 00:00:00"," ","http://check.ifpsglobal.com/file/view/3449-sugrathirteen-grape_1460475825.JPG",""
"3450","Fruits","GRAPES","Sugranineteen","Sugranineteen","","","All Sizes","","","","approved by IFPS 2/27/15","Vitis Vinifera I.
","Vitis Vinifera I.","Scarlotta Seedless","2016-04-12 15:42:34","2015-03-27 00:00:00"," ","http://check.ifpsglobal.com/file/view/3450-sugraninteen-grape_1460475750.JPG",""
"3451","Fruits","GRAPES","Sugrathirtyfour","Sugrathirtyfour","","","All Sizes","","","","approved by IFPS","Vitis Vinifera
","Vitis Vinifera","Adora Seedless","2016-08-31 18:45:44","2015-03-27 00:00:00"," ","http://check.ifpsglobal.com/file/view/3451-sugrathirtyfour-grape_1460475976.jpg",""
"3452","Fruits","GRAPES","Sugrathirtyfive","Sugrathirtyfive","","","All Sizes","","","","approved by IFPS 2/27/15","Vitis Vinifera
","Vitis Vinifera","Autumncrisp","2016-08-31 18:46:10","2015-03-27 00:00:00"," ","http://check.ifpsglobal.com/file/view/3452-sugrathirtyfive-grape_1460475927.JPG",""
"3453","Vegetables","GALANGAL ROOT","","","","","All Sizes","","","","","Alpinia officinarum
","Alpinia officinarum","","2015-03-27 00:00:00","2015-03-27 00:00:00"," ","",""
"3454","Fruits","JACKFRUIT","Green","Green","","","All Sizes","","","","","Artocarpus heterophylus
","Artocarpus heterophylus","","2015-03-27 00:00:00","2015-03-27 00:00:00"," ","",""
"3455","Fruits","JACKFRUIT","Yellow","Yellow","","","All Sizes","","","","","Artocarpus heterophylus
","Artocarpus heterophylus","","2015-03-27 00:00:00","2015-03-27 00:00:00"," ","",""
"3456","Fruits","MELON","Winter","Winter","","","All Sizes","","","","","Cucumis melo
","Cucumis melo","","2015-03-27 00:00:00","2015-03-27 00:00:00"," ","",""
"3457","Fruits","PLUMS","President","President","","","All Sizes","","","","","Prunus spp.
","Prunus spp.","","2015-03-27 00:00:00","2015-03-27 00:00:00"," ","",""
"3458","Vegetables","TOMATOES","Cherry","Cherry - Orange","Orange","","All Sizes","","","","","Lycopersicon esculenta
","Lycopersicon esculenta","","2015-03-27 00:00:00","2015-03-27 00:00:00"," ","",""
"3459","Fruits","PERSIMMON","Shiny Red","Shiny Red","","","All Sizes","","","","","Diospyros kaki
","Diospyros kaki","","2016-04-12 15:35:32","2015-08-20 09:22:12"," ","http://check.ifpsglobal.com/file/view/3459-shiny-red-persimmon_1486570958.JPG",""
"3460","Fruits","APPLES","Red Jonaprince","Red Jonaprince","","","All Sizes","","","","","malus domestica
","malus domestica","Red Prince","2016-04-12 15:25:47","2015-08-20 09:21:36"," ","http://check.ifpsglobal.com/file/view/3460-red-jonaprince-apple_1460474741.JPG",""
"3461","Fruits","APPLES","Lady Williams","Lady Williams","","","All Sizes","","","","","malus domestica
","malus domestica","","2015-09-03 20:06:40","2015-09-03 20:06:40"," ","",""
"3462","Herbs","CHIVES","Garlic/Chinese","Garlic/Chinese","","","All Sizes","","","","","Allium tuberosum
","Allium tuberosum","","2015-11-16 15:54:48","2015-09-03 20:07:41"," ","",""
"3463","Vegetables","Amaranth/Callaloo/Een Choy","","","","","All Sizes","","","","","amaranthus spp.
","amaranthus spp.","Chinese spinach, yin choy","2016-02-12 17:14:46","2016-02-12 17:14:46"," ","",""
"3464","Fruits","MANGO","B-74","B-74","","","All Sizes","","","","","Mangifera 
","Mangifera ","Calypso™","2017-04-19 20:15:07","2016-02-08 16:12:13"," ","http://check.ifpsglobal.com/file/view/3464-b-74-mango-image_1455298198.jpg",""
"3465","Vegetables","PEPPERS (CAPSICUMS)","Stripy Bell","Stripy Bell","","","All Sizes","","","","","Capsicum
","Capsicum","Enjoya™","2016-08-30 15:20:57","2016-02-08 16:17:05"," ","http://check.ifpsglobal.com/file/view/3465-stripy-bell-pepper-image_1455298271.jpg",""
"3466","Fruits","PEARS","Cape Rose","Cape Rose","","","All Sizes","","","","","Pyrus communis
","Pyrus communis","Cheeky®","2017-02-07 16:26:47","2016-02-08 16:18:37"," ","http://check.ifpsglobal.com/file/view/3466-cape-rose-pear-image_1455298305.jpg",""
"3467","Fruits","APPLES","Regal 13-82","Regal 13-82","","","All Sizes","","","","","Malus domestica Bork
","Malus domestica Bork","Juici™","2017-02-07 16:27:07","2016-02-08 16:20:16"," ","http://check.ifpsglobal.com/file/view/3467-regal-13-82-apple-image_1455298344.jpg",""
"3468","Fruits","APPLES","Honeycrisp","Honeycrisp","","","Small","100 size and smaller","Average Fruit Weight less than 205g","","","malus pumila
","malus pumila","","2016-03-01 20:53:20","2016-03-01 20:51:58"," ","",""
"3469","Fruits","GRAPES","Sugrasixteen","Sugrasixteen","","","All Sizes","","","","","Vitis Vinifera I.
","Vitis Vinifera I.","Sable Seedless ","2016-06-16 12:58:31","2016-05-02 13:49:24"," ","http://check.ifpsglobal.com/file/view/3469-sugrasixteen-grape_1462197403.JPG",""
"3470","Fruits","MELON","Watermelon","Watermelon - Red, Small Seeds","Red, Small Seeds","","All Sizes","","","","","Citrullus lanatus
","Citrullus lanatus","","2016-05-16 20:03:50","2016-05-16 20:03:50"," ","http://check.ifpsglobal.com/file/view/3470-watermelon-red-small-seeds_1463430265.JPG",""
"3471","Vegetables","CACTUS LEAVES (Nopales/Cactus Pads)","Baby","Baby","","","All Sizes","","","","","Opuntia sp
","Opuntia sp","","2016-05-26 14:34:22","2016-05-26 14:03:09"," ","",""
"3472","Herbs","SACRED PEPPER","","","","","All Sizes","","","","","Piper sanctum
","Piper sanctum","Sacred pepper leaf","2016-05-26 14:23:31","2016-05-26 14:04:21"," ","",""
"3473","Herbs","EPAZOTE","","","","","All Sizes","","","","","Chenopodium ambrosioides L.
","Chenopodium ambrosioides L.","","2016-05-26 14:23:51","2016-05-26 14:05:59"," ","",""
"3474","Vegetables","SWEET POTATO/YAM/KUMARA","Saffron","Saffron","","","All Sizes","","","","","Escobedia linearis Schlecht
","Escobedia linearis Schlecht","","2016-12-01 20:02:20","2016-05-26 14:07:56"," ","",""
"3475","Herbs","MINT","Peppermint","Peppermint","","","All Sizes","","","","","Mentha piperata
","Mentha piperata","","2016-05-26 14:09:57","2016-05-26 14:09:57"," ","",""
"3476","Herbs","ORANGE TREE LEAF","","","","","All Sizes","","","","","Citrus x sinensis (L.) Osbeck
","Citrus x sinensis (L.) Osbeck","","2016-05-26 14:11:17","2016-05-26 14:11:17"," ","",""
"3477","Herbs","PAPALO","","","","","All Sizes","","","","","Porophyllum macrocephalum DC.
","Porophyllum macrocephalum DC.","Summer cilantro, Bolivian coriander","2016-05-26 14:13:07","2016-05-26 14:13:07"," ","",""
"3478","Vegetables","QUELITES","","","","","All Sizes","","","","","Chenopodium spp.
","Chenopodium spp.","","2016-05-26 14:37:51","2016-05-26 14:14:32"," ","",""
"3479","Vegetables","CHIPILIN LEAF","","","","","All Sizes","","","","","Crotalaria longirostrata
","Crotalaria longirostrata","Chepil","2016-05-26 14:38:31","2016-05-26 14:17:28"," ","",""
"3480","Vegetables","PUMPKIN VINE","","","","","All Sizes","","","","","Cucurbita pepo
","Cucurbita pepo","Pumpkin vine","2016-05-26 14:39:02","2016-05-26 14:18:41"," ","",""
"3481","Vegetables","XPELON","","","","","All Sizes","","","","","Phaseolus lunatus
","Phaseolus lunatus","Xpelon bean","2016-05-26 14:39:28","2016-05-26 14:20:12"," ","",""
"3482","Herbs","RABBIT HERB","","","","","All Sizes","","","","","Porophyllum linaria (Cav.) DC.
","Porophyllum linaria (Cav.) DC.","","2016-05-26 14:40:17","2016-05-26 14:21:29"," ","",""
"3483","Herbs","PURPLE HERB","","","","","All Sizes","","","","","Solanum americanum Mill.
","Solanum americanum Mill.","Purple grass","2016-05-26 14:22:31","2016-05-26 14:22:31"," ","",""
"3484","Fruits","APPLES","DALINETTE","DALINETTE","","","All Sizes","","","","","MALUS MILL
","MALUS MILL","CHOUPETTE","2016-07-18 17:35:37","2016-07-18 17:35:37"," ","http://check.ifpsglobal.com/file/view/3484-dalinette-apple_1468863527.jpeg",""
"3485","Fruits","PEARS","HAROVIN SUNDOWN PEAR","HAROVIN SUNDOWN PEAR","","","All Sizes","","","","","Pyrus communis
","Pyrus communis","Cold Snap™","2017-02-07 16:27:48","2016-10-31 20:50:02"," ","http://check.ifpsglobal.com/file/view/3485-harovin-sundown-pear_1478113625.JPG",""
"3486","Fruits","APPLES","CN121","CN121","","","All Sizes","","","","","Malus domestica
","Malus domestica","SugarBee™","2016-10-31 18:56:36","2016-10-31 18:44:09"," ","http://check.ifpsglobal.com/file/view/3486-cn121-apple-image_1477940116.JPG",""
"3487","Fruits","APPLES","MN 55","MN 55","","","All Sizes","","","","","Malus domestica
","Malus domestica","Rave™","2016-10-31 20:22:14","2016-10-31 20:22:14"," ","http://check.ifpsglobal.com/file/view/3487-mn-apple_1486486057.JPG",""
"3488","Fruits","MANGO","Red","","","","Extra Large","7 and Larger","","","","Mangifera indica
","Mangifera indica","","2017-01-18 19:06:37","2017-01-18 19:06:37"," ","http://check.ifpsglobal.com/file/view/3488-xl-red-mango_1485985967.JPG",""
"3489","Fruits","PEAR","Cepuna","","",""," All Sizes ","","","","","pyrus","pyrus","Migo™","2017-10-05 21:17:14","2017-01-26 20:07:26"," ","http://check.ifpsglobal.com/file/view/3489-cepuna-pear_1485985161.JPG",""
"3490","Fruits","APPLES","MAIA 1","","","","  All sizes  ","","","","","Malus domestica","","EverCrisp™","2018-02-07 20:34:03","2018-02-07 20:33:06","10005900","http://check.ifpsglobal.com/file/view/maia-1-apple-3490_1501621759.JPG",""
"3491","Fruits","GRAPES","ARRA FIFTEEN","","","","     All sizes     ","","","","","Vitis vinifera","","ARRA Sweeties™,  Sweeties™","2018-02-08 20:47:59","2018-02-08 15:51:43","10005918","http://check.ifpsglobal.com/file/view/arra-15-grape_1518122851.JPG",""
"3492","Fruits","GRAPES","ARRA TWENTYNINE","","","","  All sizes  ","","","","","Vitis vinifera","","ARRA Passion Fire™, Passion Fire™","2018-02-08 20:56:08","2018-02-08 16:09:57","10005918","http://check.ifpsglobal.com/file/view/arra-29-grape_1518123352.jpg",""
"3600","Fruits","APPLES","Antares","Antares","","","All Sizes","","","","","Malus pumila
","Malus pumila","","2008-06-03 00:00:00","2008-06-03 00:00:00","10005900","",""
"3601","Fruits","APPLES","Huaguan","Huaguan","","","All Sizes","","","","","Malus pumila
","Malus pumila","Autumn Glory","2016-04-11 19:55:57","2008-06-03 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3601-huaguan-apple_1460404549.jpg",""
"3602","Fruits","APPLES","Belgica","Belgica","","","All Sizes","","","","","Malus domestica cv belgica
","Malus domestica cv belgica","","2016-06-20 18:56:12","2008-11-26 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3602-belgica-apple_1460403066.JPG",""
"3603","Fruits","APPLES","Minneiska","Minneiska","","","All Sizes","","","","","Malus domestica
","Malus domestica","","2016-04-11 20:01:09","2008-11-26 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3603-minneiska-apple_1460404859.jpg",""
"3604","Fruits","APPLES","Emmons","Emmons","","","All Sizes","","","","","malus pumila 'emmons'
","malus pumila 'emmons'","","2016-04-11 19:49:24","2008-11-26 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3604-emmons-apple_1460404152.JPG",""
"3605","Fruits","APPLES","Nicoter","Nicoter","","","All Sizes","","","","","Malus
","Malus","","2016-04-12 14:35:52","2009-05-13 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3605-nicoter-apple_1460471747.JPG",""
"3606","Fruits","PEARS","Sweet Sensation","Sweet Sensation","","","All Sizes","","","","","Pyrus spp.
","Pyrus spp.","","2016-04-12 15:47:21","2009-05-13 00:00:00","10005903","http://check.ifpsglobal.com/file/view/3606-sweet-sensation-pear_1460476037.jpg",""
"3607","Fruits","APPLES","Mariri Red","Mariri Red","","","All Sizes","","","","","Malus pumila
","Malus pumila","","2007-10-23 00:00:00","2007-10-23 00:00:00","10005900","",""
"3608","Fruits","APPLES","Sciros","Sciros","","","Large","88 size and larger","Average Fruit Weight = 205g and above","","","Malus pumila
","Malus pumila","Pacific Rose","2002-10-16 00:00:00","2002-10-16 00:00:00","10005900","",""
"3609","Fruits","PLUMCOT (INTERSPECIFIC PLUM)","Red","Red","","","All Sizes","","","","","Prunus spp.
","Prunus spp.","","2008-06-03 00:00:00","2008-06-03 00:00:00","10005915","",""
"3610","Fruits","PLUMCOT (INTERSPECIFIC PLUM)","Green","Green","","","All Sizes","","","","","Prunus spp.
","Prunus spp.","","2008-06-03 00:00:00","2008-06-03 00:00:00","10005915","",""
"3611","Fruits","PLUMCOT (INTERSPECIFIC PLUM)","Black","Black","","","All Sizes","","","","","Prunus spp.
","Prunus spp.","","2008-06-03 00:00:00","2008-06-03 00:00:00","10005915","",""
"3612","Fruits","APPLES","Nicogreen","Nicogreen","","","All Sizes","","","","","Malus
","Malus","","2016-04-12 14:36:47","2009-05-13 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3612-nicogreen-apple_1460471798.JPG",""
"3613","Fruits","APPLES","Fuji Brak","Fuji Brak","","","All Sizes","","","","","Malus
","Malus","","2016-06-20 19:04:02","2009-05-13 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3613-fuji-brak-apple_1460404333.JPG",""
"3614","Fruits","APRICOTS","Red","Red","","","All Sizes","","","","","Prunus armeniaca
","Prunus armeniaca","","2016-04-12 15:22:56","2009-10-15 00:00:00","10005905","http://check.ifpsglobal.com/file/view/3614-red-apricot_1460474571.JPG",""
"3615","Fruits","APPLES","Civni","Civni","","","All Sizes","","","","","Malus pumila
","Malus pumila","","2016-04-11 19:40:15","2009-10-29 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3615-civni-apple_1460403607.jpg",""
"3616","Fruits","APPLES","Scilate","Scilate","","","Large","88 size and larger","","","Approved by IFPS at meeting 6/21/10","Malus domestica
","Malus domestica","ENVY","2016-04-12 15:31:57","2013-05-06 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3616-scilate-apple_1460475110.JPG",""
"3617","Fruits","LEMONS","Seedless","Seedless","","","All Sizes","","","","Approved by IFPS at meeting 6/21/10.","","","","2016-04-12 15:41:35","2010-06-28 00:00:00","10005882","http://check.ifpsglobal.com/file/view/3617-seedless-lemon_1460475688.JPG",""
"3618","Fruits","APPLES","Opal","Opal","","","All Sizes","","","","Approved by IFPS 10/18/10","Malus pumila
","Malus pumila","","2016-04-12 14:37:25","2007-10-19 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3618-opal-apple_1460471841.jpg",""
"3619","Fruits","APPLES","Milwa","Milwa","","","All Sizes","","","","5/24/11 - Approved by IFPS at board meeting","Malus pumila
","Malus pumila","","2016-04-11 20:00:11","2011-06-09 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3619-milwa-apple_1460404807.jpg",""
"3620","Fruits","APPLES","Plumac","Plumac","","","All Sizes","","","","5/24/11 - Approved by IFPS at board meeting","Malus domestica
","Malus domestica","","2016-04-12 14:42:37","2011-06-09 00:00:00"," ","http://check.ifpsglobal.com/file/view/3620-plumac-apple_1460472152.png",""
"3621","Fruits","MANGO","Francis","Francis","","","All Sizes","","","","10/13/11 - Approved at IFPS Board meeting","Mangifera Indica
","Mangifera Indica","Madame Francis, Francine","2016-04-11 19:51:28","2011-10-24 00:00:00","10005969","http://check.ifpsglobal.com/file/view/3621-francis-mango_1460404284.jpg",""
"3622","Fruits","MELON","Honey Green","Honey Green","","","All Sizes","","","","10/13/11 - Approved at IFPS Board Meeting","Cucumis melo
","Cucumis melo","Papaya Melon","2016-04-11 19:55:07","2011-10-24 00:00:00"," ","http://check.ifpsglobal.com/file/view/3622-honey-green-melon_1460404501.jpg",""
"3623","Fruits","MELON","Hami","Hami","","","All Sizes","","","","10/13/11 - Approved at IFPS Board Meeting","Cucumis melo
","Cucumis melo","Chinese Hami or Snow Melon","2016-04-11 19:54:01","2011-10-24 00:00:00","10006182","http://check.ifpsglobal.com/file/view/3623-hami-melon_1460404438.jpg",""
"3624","Fruits","MELON","Korean","Korean","","","All Sizes","","","","10/13/11 - Approved at IFPS Board meeting","Cucumis melo
","Cucumis melo","","2016-04-11 19:57:48","2011-10-24 00:00:00"," ","http://check.ifpsglobal.com/file/view/3624-korean-melon_1460404665.jpg",""
"3625","Fruits","APPLES","Minnewashta","Minnewashta","","","All Sizes","","","","10/13/11 - Approved at IFPS Board Meeting","Malus domestica
","Malus domestica","Zestar","2016-04-11 20:02:10","2011-10-24 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3625-minnewashta-apple_1460404907.jpg",""
"3626","Fruits","LEMONS","Meyer","Meyer","","","All Sizes","","","","Approved by IFPS Board in January 2012","Citrus limon
","Citrus limon","","2016-04-11 19:59:31","2012-01-25 00:00:00","10005882","http://check.ifpsglobal.com/file/view/3626-meyer-lemons_1460404763.jpg",""
"3627","Fruits","APPLES","PremA17","PremA17","","","Large","","","","Approved by IFPS in 2012","Malus Pumila
","Malus Pumila","","2016-04-12 15:21:06","2012-01-25 00:00:00"," ","http://check.ifpsglobal.com/file/view/3627-prema17-apple_1460474460.JPG",""
"3628","Fruits","APPLES","PremA280","PremA280","","","All Sizes","","","","Approved by IFPS Board in 2012","Malus Pumila
","Malus Pumila","","2016-04-12 15:22:00","2012-01-25 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3628-prema280-apple_1460474514.JPG",""
"3629","Fruits","APPLES","CIVG198","CIVG198","","","All Sizes","","","","Approved by IFPS Board","Malus Pumila
","Malus Pumila","","2016-04-11 19:38:28","2012-01-25 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3629-civg198-apple_1460403502.jpg",""
"3630","Fruits","APPLES","Co-op 43","Co-op 43","","","All Sizes","","","","Approved by IFPS at April 2012 Board Meeting","Malus domestica
","Malus domestica","","2016-06-20 19:01:21","2012-04-25 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3630-co-op-43-apple_1460403668.jpg",""
"3631","Vegetables","PUMPKIN","Pink","Pink","","","All Sizes","22 to 25 lbs","","","Approved by IFPS","Eucurbita maxima
","Eucurbita maxima","Porcelain Doll Pumpkin","2016-04-12 14:41:48","2012-07-26 00:00:00"," ","http://check.ifpsglobal.com/file/view/3631-pink-pumpkin_1460472104.jpg",""
"3632","Fruits","TANGERINES/MANDARINS","Dekopon","Dekopon","","","All Sizes","","","","Approved by IFPS via electronic vote 10/15/12","Citrus reticulata siranui
","Citrus reticulata siranui","Shiranui/Hallabong/Sumo Citrus","2016-04-11 19:47:30","2012-10-17 00:00:00"," ","http://check.ifpsglobal.com/file/view/3632-dekopon-mandarin_1460404047.jpg",""
"4011","Fruits","BANANAS","Yellow","Yellow (includes Cavendish)","Includes Cavendish","","All Sizes","","","","","Musa spp.
","Musa spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005897","",""
